hh1,hh2,b04_district,strate,b05_region,b06_departemen,b07_souspref,b08_commune,b09_zd,b10_nomvillag,b11_quartcpt,milieu,department,density,_merge
330,6,14,gontougo,gontougo,bondoukou,pinda-boroko,non communal,60030,KANASSE,KANASSE,Rural,bondoukou,46.27107598447033,Matched (3)
332,6,14,gontougo,gontougo,bondoukou,bondoukou,non communal,50,BONDOUKOU,CENTRE VILLE,Urbain,bondoukou,46.27107598447033,Matched (3)
339,3,14,gontougo,gontougo,bondoukou,laoud-iba,non communal,40090,LAOUDI BA,AMADOUDOUO,Urbain,bondoukou,46.27107598447033,Matched (3)
331,9,14,gontougo,gontougo,bondoukou,bondo,non communal,60110,DEBA,DJATODOUO,Rural,bondoukou,46.27107598447033,Matched (3)
341,10,14,gontougo,gontougo,bondoukou,sapli-sepingo,non communal,40070,SEPINGO,SEPINGO,Urbain,bondoukou,46.27107598447033,Matched (3)
335,6,14,gontougo,gontougo,bondoukou,bondoukou,communal,690,BONDOUKOU,LYCEE,Urbain,bondoukou,46.27107598447033,Matched (3)
343,1,14,gontougo,gontougo,bondoukou,tabagne,non communal,60070,DAME,DAME,Rural,bondoukou,46.27107598447033,Matched (3)
335,12,14,gontougo,gontougo,bondoukou,bondoukou,communal,335,BONDOUKOU,LYCEE,Urbain,bondoukou,46.27107598447033,Matched (3)
339,10,14,gontougo,gontougo,bondoukou,laoud-iba,non communal,40090,AMADOUGOU,AMADOUGOU,Urbain,bondoukou,46.27107598447033,Matched (3)
330,5,14,gontougo,gontougo,bondoukou,pinda-boroko,non communal,60030,DUA-KOUAME,DUA-KOUAME,Rural,bondoukou,46.27107598447033,Matched (3)
344,5,14,gontougo,gontougo,bondoukou,tagadi,non communal,40030,TAGADI,TAGADI,Urbain,bondoukou,46.27107598447033,Matched (3)
342,7,14,gontougo,gontougo,bondoukou,sorobango,non communal,60030,KANGUELE,KANGUELE,Rural,bondoukou,46.27107598447033,Matched (3)
339,7,14,gontougo,gontougo,bondoukou,laoud-iba,non communal,40090,CPT AMADOUGOU,AMADOUGOU,Urbain,bondoukou,46.27107598447033,Matched (3)
332,8,14,gontougo,gontougo,bondoukou,bondoukou,non communal,50,BONDOUKOU,CENTRE VILLE,Urbain,bondoukou,46.27107598447033,Matched (3)
335,4,14,gontougo,gontougo,bondoukou,bondoukou,communal,14,BONDOUKOU,LYCEE,Urbain,bondoukou,46.27107598447033,Matched (3)
345,3,14,gontougo,gontougo,bondoukou,tagadi,non communal,60230,POUGOUBE,POUGOUBE,Rural,bondoukou,46.27107598447033,Matched (3)
334,4,14,gontougo,gontougo,bondoukou,bondoukou,communal,560,BONDOUKOU,ZANZAN 2,Urbain,bondoukou,46.27107598447033,Matched (3)
333,10,14,gontougo,gontougo,bondoukou,bondoukou,communal,14,ZANZAN,ZANZAN,Urbain,bondoukou,46.27107598447033,Matched (3)
342,12,14,gontougo,gontougo,bondoukou,sorobango,non communal,60030,KANGUELE,AMPRONI,Rural,bondoukou,46.27107598447033,Matched (3)
337,11,14,gontougo,gontougo,bondoukou,bondoukou,non communal,60010,SOKO,NAFANA,Rural,bondoukou,46.27107598447033,Matched (3)
335,3,14,gontougo,gontougo,bondoukou,bondoukou,communal,14,LYCEE,LYCEE,Urbain,bondoukou,46.27107598447033,Matched (3)
341,1,14,gontougo,gontougo,bondoukou,sapli-sepingo,non communal,40070,SEPINGO,SEPINGO,Urbain,bondoukou,46.27107598447033,Matched (3)
345,7,14,gontougo,gontougo,bondoukou,sorobango,non communal,60230,POUGOUBE,POUGOUBE,Rural,bondoukou,46.27107598447033,Matched (3)
344,12,14,gontougo,gontougo,bondoukou,tagadi,non communal,40030,TAGADI,AKOTIA KOTIER,Urbain,bondoukou,46.27107598447033,Matched (3)
332,11,14,gontougo,gontougo,bondoukou,bondoukou,communal,50,BONDOUKOU,CENTRE-CENTRE,Urbain,bondoukou,46.27107598447033,Matched (3)
335,5,14,gontougo,gontougo,bondoukou,bondoukou,communal,690,BONDOUKOU,LYCEE,Urbain,bondoukou,46.27107598447033,Matched (3)
342,3,14,gontougo,gontougo,bondoukou,sorobango,non communal,60030,KANGUELE,KANGUELE,Rural,bondoukou,46.27107598447033,Matched (3)
337,5,14,gontougo,gontougo,bondoukou,bondoukou,communal,60010,SOKO,NAFANA,Rural,bondoukou,46.27107598447033,Matched (3)
337,10,14,gontougo,gontougo,bondoukou,bondoukou,non communal,60010,SOKO,NAFANA,Rural,bondoukou,46.27107598447033,Matched (3)
1060,7,7,moronou,moronou,bongouanou,bongouanou,communal,60010,BANABO,BANABO,Rural,bongouanou,105.8981422165279,Matched (3)
1061,9,7,moronou,moronou,bongouanou,bongouanou,communal,60090,N'GUINOU,,Rural,bongouanou,105.8981422165279,Matched (3)
1064,8,7,moronou,moronou,bongouanou,bongouanou,communal,60140,ASSAOUFOUE,ASSAOUFFOUE,Rural,bongouanou,105.8981422165279,Matched (3)
1063,7,7,moronou,moronou,bongouanou,bongouanou,communal,60140,ASSAOUFFOUE,ASSAOUFFOUE,Rural,bongouanou,105.8981422165279,Matched (3)
1067,11,7,moronou,moronou,bongouanou,n'guessankro (de bongouanou),non communal,60160,NZUEKOKORE,,Rural,bongouanou,105.8981422165279,Matched (3)
1058,7,7,moronou,moronou,bongouanou,ande,non communal,60280,ANEKRO,,Rural,bongouanou,105.8981422165279,Matched (3)
1055,9,7,moronou,moronou,bongouanou,ande,non communal,40030,ANDE,ANDE,Urbain,bongouanou,105.8981422165279,Matched (3)
1061,1,7,moronou,moronou,bongouanou,bongouanou,communal,60090,N'GUINOU,N'GUINOU,Rural,bongouanou,105.8981422165279,Matched (3)
1063,12,7,moronou,moronou,bongouanou,bongouanou,communal,60140,ASSAOUFFOUE,ASSAOUFFOUE,Rural,bongouanou,105.8981422165279,Matched (3)
1058,12,7,moronou,moronou,bongouanou,ande,non communal,60280,ANEKRO,ANEKRO,Rural,bongouanou,105.8981422165279,Matched (3)
1060,3,7,moronou,moronou,bongouanou,bongouanou,communal,60010,BANABO,,Rural,bongouanou,105.8981422165279,Matched (3)
1055,8,7,moronou,moronou,bongouanou,ande,non communal,40030,ANDE,ETIZAN,Urbain,bongouanou,105.8981422165279,Matched (3)
1059,12,7,moronou,moronou,bongouanou,assie-koumassi,non communal,40030,ASSIE KOUMASSI,QUARTIER3,Urbain,bongouanou,105.8981422165279,Matched (3)
1067,12,7,moronou,moronou,bongouanou,n'guessankro (de bongouanou),non communal,60160,NZUEKOKORE,,Rural,bongouanou,105.8981422165279,Matched (3)
1061,6,7,moronou,moronou,bongouanou,bongouanou,communal,60090,N'GUINOU,N'GUINOU,Rural,bongouanou,105.8981422165279,Matched (3)
1067,2,7,moronou,moronou,bongouanou,bongouanou,communal,60160,N'ZUEKOKORE,N'ZUEKOKORE,Rural,bongouanou,105.8981422165279,Matched (3)
1056,5,7,moronou,moronou,bongouanou,ande,non communal,60130,AFFERE,NOUVEAU QUARTIER,Rural,bongouanou,105.8981422165279,Matched (3)
1057,4,7,moronou,moronou,bongouanou,ande,non communal,60150,AGOUA,AGOUA,Rural,bongouanou,105.8981422165279,Matched (3)
1057,11,7,moronou,moronou,bongouanou,ande,non communal,60150,AGOUA,MILLIONNAIRE,Rural,bongouanou,105.8981422165279,Matched (3)
1064,4,7,moronou,moronou,bongouanou,bongouanou,communal,60150,ASSAOUFFOUE,ASSAOUFFOUE,Rural,bongouanou,105.8981422165279,Matched (3)
1057,12,7,moronou,moronou,bongouanou,ande,non communal,60150,AGOUA,,Rural,bongouanou,105.8981422165279,Matched (3)
1059,2,7,moronou,moronou,bongouanou,assie-koumassi,non communal,40030,ASSIE KOUMASSI,QUARTIER 3,Urbain,bongouanou,105.8981422165279,Matched (3)
1058,11,7,moronou,moronou,bongouanou,ande,non communal,60280,ANEKRO,,Rural,bongouanou,105.8981422165279,Matched (3)
1066,2,7,moronou,moronou,bongouanou,bongouanou,communal,60100,NIANDIAN,NIANDIAN,Rural,bongouanou,105.8981422165279,Matched (3)
1061,3,7,moronou,moronou,bongouanou,bongouanou,communal,60090,N'GUINOU,N'GUINOU,Rural,bongouanou,105.8981422165279,Matched (3)
1058,9,7,moronou,moronou,bongouanou,ande,non communal,60280,ANEKRO,,Rural,bongouanou,105.8981422165279,Matched (3)
1065,10,7,moronou,moronou,bongouanou,n'guessankro (de bongouanou),non communal,60100,KINIMOKRO,KINIMOKRO,Rural,bongouanou,105.8981422165279,Matched (3)
1067,1,7,moronou,moronou,bongouanou,bongouanou,communal,1067,N'ZUEKOKORE,N'ZUEKOKORE,Rural,bongouanou,105.8981422165279,Matched (3)
1059,1,7,moronou,moronou,bongouanou,assie-koumassi,non communal,40030,ASSIE KOUMASSI,ASSIE KOUMASSI,Urbain,bongouanou,105.8981422165279,Matched (3)
1063,6,7,moronou,moronou,bongouanou,bongouanou,communal,60150,ASSAOUFOUE,,Rural,bongouanou,105.8981422165279,Matched (3)
1059,4,7,moronou,moronou,bongouanou,assie-koumassi,non communal,40030,ASSIE KOUMASSI,QUARTIER 3,Urbain,bongouanou,105.8981422165279,Matched (3)
1062,5,7,moronou,moronou,bongouanou,bongouanou,communal,60120,BOCASSI,,Rural,bongouanou,105.8981422165279,Matched (3)
1066,8,7,moronou,moronou,bongouanou,bongouanou,communal,60100,NIANDIAN,NIANDIAN,Rural,bongouanou,105.8981422165279,Matched (3)
1062,11,7,moronou,moronou,bongouanou,bongouanou,communal,60120,BOCASSI,BOCASSI,Rural,bongouanou,105.8981422165279,Matched (3)
1065,4,7,moronou,moronou,bongouanou,bongouanou,communal,60100,KINIMOKRO,KINIMOKRO,Rural,bongouanou,105.8981422165279,Matched (3)
1063,10,7,moronou,moronou,bongouanou,bongouanou,communal,60140,ASSAOUFOUE,ASSAOUFFOUE,Rural,bongouanou,105.8981422165279,Matched (3)
1065,3,7,moronou,moronou,bongouanou,bongouanou,communal,60100,KINIMOKRO,KINIMOKRO,Rural,bongouanou,105.8981422165279,Matched (3)
1055,10,7,moronou,moronou,bongouanou,ande,non communal,40030,ANDE,ETIZAN,Urbain,bongouanou,105.8981422165279,Matched (3)
1059,11,7,moronou,moronou,bongouanou,assie-koumassi,non communal,40030,ASSIE KOUMASSI,QUARTIER3,Urbain,bongouanou,105.8981422165279,Matched (3)
1064,9,7,moronou,moronou,bongouanou,bongouanou,communal,60140,ASSAOUFFOUE,ASSAOUFOUE,Rural,bongouanou,105.8981422165279,Matched (3)
1058,2,7,moronou,moronou,bongouanou,ande,non communal,60280,ANEKRO,ANEKRO,Rural,bongouanou,105.8981422165279,Matched (3)
1067,8,7,moronou,moronou,bongouanou,n'guessankro (de bongouanou),non communal,60160,NZUEKOKORE,NZUEKOKORE,Rural,bongouanou,105.8981422165279,Matched (3)
1059,9,7,moronou,moronou,bongouanou,assie-koumassi,non communal,40030,ASSIE KOUMASSI,ASSIE KOUMASSI,Urbain,bongouanou,105.8981422165279,Matched (3)
1058,10,7,moronou,moronou,bongouanou,ande,non communal,60280,ANEKRO,ANEKRO,Rural,bongouanou,105.8981422165279,Matched (3)
1058,1,7,moronou,moronou,bongouanou,ande,non communal,60280,ANEKRO,ANEKRO,Rural,bongouanou,105.8981422165279,Matched (3)
1064,2,7,moronou,moronou,bongouanou,bongouanou,communal,60140,ASSAOUFFOUE,ASSAOUFFOUE,Rural,bongouanou,105.8981422165279,Matched (3)
1056,8,7,moronou,moronou,bongouanou,ande,non communal,60130,AFFERE1,ANCIEN VILLAGE,Rural,bongouanou,105.8981422165279,Matched (3)
1056,2,7,moronou,moronou,bongouanou,ande,non communal,60130,AFFERE 1 ET 2,AFFERE 2,Rural,bongouanou,105.8981422165279,Matched (3)
1060,2,7,moronou,moronou,bongouanou,bongouanou,communal,60010,BANABO,BANABO,Rural,bongouanou,105.8981422165279,Matched (3)
1056,4,7,moronou,moronou,bongouanou,ande,non communal,60130,AFFERE2,NOUVAU VILLAGE,Rural,bongouanou,105.8981422165279,Matched (3)
1060,4,7,moronou,moronou,bongouanou,bongouanou,communal,60010,BANABO,BANABO,Rural,bongouanou,105.8981422165279,Matched (3)
1066,12,7,moronou,moronou,bongouanou,n'guessankro (de bongouanou),non communal,60120,NIANDIAN,,Rural,bongouanou,105.8981422165279,Matched (3)
1062,6,7,moronou,moronou,bongouanou,bongouanou,communal,60120,BOCASSI,,Rural,bongouanou,105.8981422165279,Matched (3)
1063,8,7,moronou,moronou,bongouanou,bongouanou,communal,60140,ASSAOUFFOUE,ASSAOUFFOUE,Rural,bongouanou,105.8981422165279,Matched (3)
1058,5,7,moronou,moronou,bongouanou,ande,non communal,60280,ANEKRO,,Rural,bongouanou,105.8981422165279,Matched (3)
1055,7,7,moronou,moronou,bongouanou,ande,non communal,40030,ANDE,ETIZAN,Urbain,bongouanou,105.8981422165279,Matched (3)
1056,1,7,moronou,moronou,bongouanou,ande,non communal,60130,AFFERE2,AFFERE2,Rural,bongouanou,105.8981422165279,Matched (3)
1060,1,7,moronou,moronou,bongouanou,bongouanou,communal,60010,BANABO,BANABO,Rural,bongouanou,105.8981422165279,Matched (3)
1059,6,7,moronou,moronou,bongouanou,assie-koumassi,non communal,40030,ASSIE KOUMASSI,QUARTIER 3,Urbain,bongouanou,105.8981422165279,Matched (3)
1058,6,7,moronou,moronou,bongouanou,ande,non communal,60280,ANEKRO,,Rural,bongouanou,105.8981422165279,Matched (3)
1058,4,7,moronou,moronou,bongouanou,ande,non communal,60280,ANEKRO,ANEKRO,Rural,bongouanou,105.8981422165279,Matched (3)
1061,5,7,moronou,moronou,bongouanou,bongouanou,communal,60090,N'GUINOU,N'GUINOU,Rural,bongouanou,105.8981422165279,Matched (3)
1059,10,7,moronou,moronou,bongouanou,assie-koumassi,non communal,40030,ASSIE KOUMASSI,ASSIE KOUMASSI,Urbain,bongouanou,105.8981422165279,Matched (3)
1055,2,7,moronou,moronou,bongouanou,ande,non communal,40030,ANDE,ETIZAN,Urbain,bongouanou,105.8981422165279,Matched (3)
1067,5,7,moronou,moronou,bongouanou,n'guessankro (de bongouanou),non communal,60160,NZUEKOKORE,NZUEKOKORE,Rural,bongouanou,105.8981422165279,Matched (3)
